mockup_id,page_id,state_id,page_name,state_name,visual_type,file_path,canonical_dp,pixel_size,density,design_system_version,release_id,status,sha256,approved_by,approved_at,functional_scope_note
M-COM-OV-002-S02,COM-OV-002,COM-OV-002-S02,阶段功能说明弹窗,会员在线开通未开放,OVERLAY,ui/mockups/approved/V1.3.0/COM-OV-002/M-COM-OV-002-S02__MEMBER_STAGE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,15f84e151f5b72c610f6c5c68e5b672fe2e289ddaf648f28192f1e8980878e43,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-COM-OV-002-S03,COM-OV-002,COM-OV-002-S03,阶段功能说明弹窗,账户操作未开放,OVERLAY,ui/mockups/approved/V1.3.0/COM-OV-002/M-COM-OV-002-S03__WALLET_STAGE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,e63f2b848d612609ad18c6cf0e2715a6ec5c20ea3e7fef8bb57e3cbce203264e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-COM-OV-002-S04,COM-OV-002,COM-OV-002-S04,阶段功能说明弹窗,道具购买未开放,OVERLAY,ui/mockups/approved/V1.3.0/COM-OV-002/M-COM-OV-002-S04__PROP_STAGE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,612e201fdb8d9feb03cfa5cd5ce3fb9e9436ca0de78c8b7aaf334d797e723f17,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-001-S03,ME-001,ME-001-S03,我的,未开通会员,PAGE,ui/mockups/approved/V1.3.0/ME-001/M-ME-001-S03__INACTIVE_MEMBER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,118411f4faaaf5b5eb4f09901c58ca1f1c7837b2981293214840500aa3976e6a,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-001-S04,ME-001,ME-001-S04,我的,已开通会员,PAGE,ui/mockups/approved/V1.3.0/ME-001/M-ME-001-S04__ACTIVE_MEMBER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,a81e334a10f05ea50ea099c33a10544ff36410e58dc34571df76f348c54c2a63,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-001-S05,ME-001,ME-001-S05,我的,会员已过期,PAGE,ui/mockups/approved/V1.3.0/ME-001/M-ME-001-S05__EXPIRED_MEMBER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,e837aaa9df05825e70c51eb6e652bee26aa99eaa305a1d5aba94234f4f19ab63,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-001-S06,ME-001,ME-001-S06,我的,离线缓存,PAGE,ui/mockups/approved/V1.3.0/ME-001/M-ME-001-S06__OFFLINE_CACHED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,2cdf3e6fe83eea65a15ea6f4dbb3c71650b362ab378bdc1f35aaaa896ced849f,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-003-S01,ME-003,ME-003-S01,个人资料只读页,资料加载,PAGE,ui/mockups/approved/V1.3.0/ME-003/M-ME-003-S01__LOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,972cd026da69012449f2d88bdaafab4a818822190670f7f5648c2ca200dce8c5,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-003-S02,ME-003,ME-003-S02,个人资料只读页,只读资料,PAGE,ui/mockups/approved/V1.3.0/ME-003/M-ME-003-S02__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,40b31ef509ab95c9d064149e87a0d972c4a1f640f5065714133bfc795f9652ac,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-003-S03,ME-003,ME-003-S03,个人资料只读页,加载失败,PAGE,ui/mockups/approved/V1.3.0/ME-003/M-ME-003-S03__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,c86209e64f34a2d120948f9e44bd7303a83f47f2d442093627a544fd0e323066,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
